Unnamed: 0,Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
29,2016-06-05,473131.2,121769.89,90921.04,123670.88,136769.39,94467.61,3849.16,38452.62,conventional,2016,Detroit
31,2015-05-24,79567.66,2581.31,55999.82,1616.65,19369.88,10358.52,8634.83,376.53,conventional,2015,Louisville
5,2016-11-20,15249.78,596.36,4877.64,0.0,9775.78,692.45,9083.33,0.0,organic,2016,Detroit
35,2016-04-24,8668.48,299.63,4036.64,174.99,4157.22,3520.3,636.92,0.0,organic,2016,RichmondNorfolk
50,2016-01-10,112034.52,19744.83,72015.81,0.0,20273.88,9843.3,10430.58,0.0,organic,2016,GreatLakes
24,2016-07-10,628610.41,103864.49,163811.75,6528.3,354405.87,354205.83,146.27,53.77,conventional,2016,Seattle
28,2017-06-18,44487.33,1540.72,14636.84,33.95,28275.82,302.04,27973.78,0.0,organic,2017,Seattle
40,2017-03-26,87897.32,12071.11,41311.15,90.5,34424.56,34341.53,83.03,0.0,organic,2017,NewYork
34,2016-05-01,4413.98,144.42,1825.03,0.0,2444.53,1424.01,1020.52,0.0,organic,2016,Indianapolis
23,2016-07-17,328237.93,126817.85,41460.73,41888.34,118071.01,100212.75,906.85,16951.41,conventional,2016,Detroit
31,2016-05-22,2178.13,0.0,1117.21,0.0,1060.92,190.0,870.92,0.0,organic,2016,Louisville
29,2017-06-11,7973.35,2393.62,2139.09,12.2,3428.44,2034.3,1394.14,0.0,organic,2017,StLouis
21,2015-08-02,240821.52,130990.19,49482.92,88.69,60259.72,43472.9,16786.82,0.0,conventional,2015,Orlando
51,2017-01-08,219338.92,56739.54,80201.7,10231.86,72165.82,63539.28,8626.54,0.0,conventional,2017,Charlotte
21,2016-07-31,3887.95,2.68,1677.47,0.0,2207.8,676.67,1531.13,0.0,organic,2016,Louisville
7,2018-02-04,273309.58,16597.29,41306.63,766.14,214639.52,188630.21,26009.31,0.0,organic,2018,Northeast
39,2017-04-02,13640.21,128.73,364.3,0.0,13147.18,13147.18,0.0,0.0,organic,2017,NorthernNewEngland
19,2017-08-20,14864.18,322.82,3927.75,88.54,10525.07,10329.68,195.39,0.0,organic,2017,SouthCarolina
29,2016-06-05,16321.6,374.82,8709.85,0.0,7236.93,759.52,6477.41,0.0,organic,2016,CincinnatiDayton
41,2015-03-15,371716.28,272270.43,35374.87,145.85,63925.13,38984.8,24940.33,0.0,conventional,2015,MiamiFtLauderdale
50,2015-01-11,1663.25,767.08,328.49,0.0,567.68,564.2,3.48,0.0,organic,2015,Pittsburgh
21,2016-07-31,4361.66,2.63,22.36,0.0,4336.67,4260.0,76.67,0.0,organic,2016,MiamiFtLauderdale
30,2015-05-31,2154.53,839.69,30.05,0.0,1284.79,1106.72,178.07,0.0,organic,2015,Pittsburgh
6,2017-11-19,234265.0,60519.0,77336.0,5388.0,91022.0,47255.0,43420.0,347.0,conventional,2017,LasVegas
4,2018-02-25,104278.89,10368.77,59723.32,48.0,34138.8,30126.31,3702.49,310.0,conventional,2018,Albany
27,2015-06-21,669409.29,445033.36,90433.46,5433.8,128508.67,74032.13,54476.54,0.0,conventional,2015,MiamiFtLauderdale
40,2015-03-22,160557.81,3961.0,102319.13,15542.64,38735.04,19721.51,16305.28,2708.25,conventional,2015,Indianapolis
4,2015-11-29,3996.06,1460.87,2505.19,0.0,30.0,30.0,0.0,0.0,organic,2015,LasVegas
7,2018-02-04,17074.83,2046.96,1529.2,0.0,13498.67,13066.82,431.85,0.0,organic,2018,WestTexNewMexico
52,2017-01-01,5253.5,290.61,20.17,0.0,4942.72,1970.0,2972.72,0.0,organic,2017,MiamiFtLauderdale
8,2018-01-28,6987.56,433.66,374.96,0.0,6178.94,6178.94,0.0,0.0,organic,2018,Albany
43,2016-02-28,3032920.39,593530.85,1680329.57,106123.73,652936.24,544827.75,105806.49,2302.0,conventional,2016,Midsouth
47,2017-02-05,8210.15,362.18,140.49,6.18,7701.3,7677.16,24.14,0.0,organic,2017,HarrisburgScranton
32,2017-05-21,55027.93,3074.66,11527.34,7.95,40417.98,795.62,39622.36,0.0,organic,2017,Seattle
46,2016-02-07,13419.01,883.53,7162.51,12.78,5360.19,311.44,5048.75,0.0,organic,2016,SanDiego
25,2015-07-05,2117.32,0.0,1260.34,0.0,856.98,246.67,610.31,0.0,organic,2015,Louisville
26,2015-06-28,261199.27,163193.51,10737.56,8080.05,79188.15,75120.4,4043.46,24.29,conventional,2015,NewOrleansMobile
27,2017-06-25,146132.45,28194.39,47197.86,97.07,70643.13,58834.48,9493.4,2315.25,conventional,2017,Roanoke
15,2017-09-17,54502.39,1296.96,16452.09,60.03,36688.72,20458.94,16229.78,0.0,organic,2017,Plains
0,2015-12-27,749.03,199.16,29.63,0.0,520.24,450.74,69.5,0.0,organic,2015,Pittsburgh
43,2015-03-01,3448.63,227.3,1390.5,7.42,1823.41,1823.41,0.0,0.0,organic,2015,Philadelphia
18,2015-08-23,111825.39,60641.9,19269.77,731.09,31182.63,20588.04,10594.59,0.0,conventional,2015,Jacksonville
39,2017-04-02,231427.69,47420.03,85811.1,7802.11,90394.45,85957.69,4258.98,177.78,conventional,2017,Charlotte
49,2017-01-22,502345.31,16606.58,421568.56,9377.69,54792.48,54789.15,3.33,0.0,conventional,2017,NorthernNewEngland
29,2016-06-05,3058.43,0.0,106.83,0.0,2951.6,1899.83,1051.77,0.0,organic,2016,Syracuse
44,2016-02-21,2652.11,860.22,24.51,0.0,1767.38,1764.05,3.33,0.0,organic,2016,Tampa
48,2017-01-29,6055.75,580.6,63.11,0.0,5412.04,1900.01,3512.03,0.0,organic,2017,Orlando
3,2016-12-04,263904.24,1092.97,189101.7,9125.63,64583.94,61980.87,2547.12,55.95,conventional,2016,GrandRapids
12,2015-10-04,1104602.14,491729.14,439095.32,50993.14,122784.54,107305.26,15396.93,82.35,conventional,2015,DallasFtWorth
33,2016-05-08,3174.26,1850.51,155.45,4.97,1163.33,1163.33,0.0,0.0,organic,2016,Jacksonville
21,2015-08-02,27490.93,614.02,26526.91,0.0,350.0,350.0,0.0,0.0,organic,2015,Chicago
16,2016-09-04,8505.41,2817.65,568.62,0.0,5119.14,55.48,5063.66,0.0,organic,2016,StLouis
31,2015-05-24,30206.24,11448.55,7223.77,950.98,10582.94,8430.93,2152.01,0.0,organic,2015,Southeast
31,2015-05-24,107181.78,9466.95,54218.49,5347.87,38148.47,22674.58,15473.89,0.0,organic,2015,Midsouth
43,2016-02-28,14556.02,503.01,8253.43,308.93,5490.65,1187.22,4303.43,0.0,organic,2016,BaltimoreWashington
4,2016-11-27,2408199.34,943433.21,459434.44,4791.45,1000540.24,509394.25,490242.94,903.05,conventional,2016,Southeast
36,2015-04-19,1062.54,3.46,57.81,0.0,1001.27,1001.27,0.0,0.0,organic,2015,Syracuse
6,2017-11-19,3680754.0,192312.0,2061116.0,7247.0,1420079.0,967838.0,452228.0,14.0,conventional,2017,Northeast
2,2015-12-13,174380.77,57804.67,75113.57,7096.7,34365.83,34365.83,0.0,0.0,conventional,2015,RichmondNorfolk
31,2015-05-24,203951.84,90538.0,69103.55,86.82,44223.47,7078.29,37145.18,0.0,organic,2015,West
42,2017-03-12,1264592.26,714430.93,176678.74,18778.41,354704.18,240361.27,113409.58,933.33,conventional,2017,PhoenixTucson
27,2017-06-25,10909.04,1963.82,3093.37,0.0,5851.85,2404.38,3447.47,0.0,organic,2017,LasVegas
6,2015-11-15,236178.67,138482.7,32425.9,51.52,65218.55,43524.24,21691.49,2.82,conventional,2015,Tampa
11,2015-10-11,55097.44,3427.81,14320.5,234.48,37114.65,30619.47,6495.18,0.0,organic,2015,Northeast
37,2015-04-12,119549.28,59861.05,49554.48,0.0,10133.75,10133.75,0.0,0.0,organic,2015,California
4,2016-11-27,168440.43,28656.52,31983.14,64.8,107735.97,31027.16,76708.81,0.0,organic,2016,West
0,2016-12-25,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295.0,conventional,2016,SanFrancisco
1,2016-12-18,4249.07,504.97,1858.48,0.0,1885.62,1254.08,631.54,0.0,organic,2016,Columbus
42,2015-03-08,1129333.95,31886.43,755537.72,2109.98,339799.82,271636.2,68163.62,0.0,conventional,2015,NewYork
21,2017-08-06,1762012.56,675558.34,580796.32,7231.22,498426.68,440097.5,44108.31,14220.87,conventional,2017,Plains
48,2016-01-24,45545.02,13968.03,7078.75,524.35,23973.89,22489.24,1484.65,0.0,organic,2016,Southeast
11,2016-10-09,4687.32,114.75,193.84,12.44,4366.29,4357.67,8.62,0.0,organic,2016,HarrisburgScranton
51,2016-01-03,192774.07,86025.77,40616.88,32940.14,33191.28,18463.39,6208.46,8519.43,conventional,2016,Columbus
5,2016-11-20,177112.27,61550.58,49335.17,3168.92,63057.6,63057.6,0.0,0.0,conventional,2016,RichmondNorfolk
37,2016-04-10,114275.61,4209.39,19961.97,2037.2,88067.05,70435.19,17631.86,0.0,organic,2016,Northeast
39,2017-04-02,329722.62,118797.68,41149.92,11317.61,158457.41,63726.92,94730.49,0.0,conventional,2017,LasVegas
41,2015-03-15,236130.36,100362.24,106186.35,69.48,29512.29,7666.67,21845.62,0.0,organic,2015,West
24,2017-07-16,169837.53,2520.38,70377.13,52300.71,44639.31,25053.61,4106.88,15478.82,conventional,2017,GrandRapids
7,2017-11-12,100811.0,3181.0,43510.0,86.0,54034.0,11788.0,42246.0,0.0,conventional,2017,Louisville
16,2017-09-10,3548.76,33.93,2.62,0.0,3512.21,3505.54,6.67,0.0,organic,2017,Tampa
16,2017-09-10,3299.73,30.31,8.31,0.0,3261.11,3257.78,3.33,0.0,organic,2017,MiamiFtLauderdale
40,2015-03-22,683.76,20.54,659.89,0.0,3.33,3.33,0.0,0.0,organic,2015,GrandRapids
33,2015-05-10,32022.52,3961.71,16857.65,85.87,11117.29,8533.47,2583.82,0.0,organic,2015,Plains
39,2017-04-02,68627.92,9309.72,2010.11,57.73,57250.36,56838.79,411.57,0.0,organic,2017,Denver
1,2015-12-20,5230.35,1228.13,866.31,8.84,3127.07,47.86,3079.21,0.0,organic,2015,StLouis
34,2017-05-07,214795.58,85199.26,18033.84,265.76,111296.72,78386.36,32515.65,394.71,conventional,2017,StLouis
7,2018-02-04,6294.16,85.22,152.09,0.0,6056.85,2847.48,3209.37,0.0,organic,2018,Syracuse
22,2016-07-24,65580.47,26990.4,1685.17,3.26,36901.64,36364.82,16.82,520.0,conventional,2016,Boise
21,2017-08-06,604758.68,8619.19,470232.85,3211.56,122695.08,85619.14,35182.6,1893.34,conventional,2017,Boston
22,2016-07-24,353863.19,143082.31,97554.75,24.75,113201.38,71808.87,29197.51,12195.0,conventional,2016,Tampa
24,2015-07-12,239908.64,149305.77,11069.26,11822.33,67711.28,62705.51,4999.72,6.05,conventional,2015,NewOrleansMobile
30,2015-05-31,262288.53,77231.53,60701.02,43537.37,80818.61,80542.5,276.11,0.0,conventional,2015,RaleighGreensboro
50,2016-01-10,99539.08,5988.87,21064.16,1435.67,71050.38,31297.1,39753.28,0.0,organic,2016,Northeast
20,2017-08-13,1332232.95,406049.08,395755.28,6723.26,523705.33,224811.25,298894.08,0.0,conventional,2017,Houston
21,2015-08-02,727916.83,153498.68,423519.88,16711.0,134187.27,45644.8,88542.47,0.0,conventional,2015,Denver
0,2015-12-27,187664.29,105570.93,18655.62,284.7,63153.04,53908.72,9224.82,19.5,conventional,2015,NewOrleansMobile
35,2015-04-26,2284.48,720.64,50.31,0.0,1513.53,1402.62,110.91,0.0,organic,2015,Pittsburgh
3,2016-12-04,13905.77,29.69,945.52,0.0,12930.56,12893.14,37.42,0.0,organic,2016,Boston
1,2015-12-20,1163.03,30.24,172.14,0.0,960.65,960.65,0.0,0.0,organic,2015,Albany
31,2016-05-22,113857.64,1083.05,68958.85,1536.78,42278.96,21961.82,19066.58,1250.56,conventional,2016,Pittsburgh
28,2017-06-18,339228.04,215668.41,32674.49,115.97,90769.17,49398.47,34065.7,7305.0,conventional,2017,Orlando
21,2015-08-02,4054.1,2241.33,46.64,0.0,1766.13,1766.13,0.0,0.0,organic,2015,Orlando
13,2016-09-25,12807.68,226.31,4839.49,424.31,7317.57,6302.22,1015.35,0.0,organic,2016,RaleighGreensboro
17,2016-08-28,14070.94,1227.93,8991.09,300.67,3551.25,3534.48,16.77,0.0,organic,2016,BaltimoreWashington
33,2015-05-10,68804.21,4593.3,25193.73,29.41,38987.77,38815.66,172.11,0.0,organic,2015,Northeast
25,2015-07-05,1988311.9,927860.87,627548.45,19636.37,413266.21,396505.99,15522.11,1238.11,conventional,2015,Plains
15,2015-09-13,83530.33,9336.46,64212.51,0.0,9981.36,5498.57,4482.79,0.0,organic,2015,GreatLakes
45,2016-02-14,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,conventional,2016,Atlanta
9,2017-10-29,67050.78,8078.35,19540.98,0.0,39431.45,39411.01,20.44,0.0,organic,2017,LosAngeles
4,2016-11-27,6470.08,2026.07,2529.2,0.0,1914.81,1848.75,66.06,0.0,organic,2016,PhoenixTucson
16,2017-09-10,100073.91,42781.2,23778.55,1402.3,32111.86,23892.22,7239.64,980.0,conventional,2017,Pittsburgh
47,2015-02-01,692276.13,357235.87,277723.14,15691.23,41625.89,36622.51,4738.29,265.09,conventional,2015,SanDiego
52,2017-01-01,9563.83,997.48,2950.94,0.0,5615.41,5478.55,136.86,0.0,organic,2017,LasVegas
19,2016-08-14,85551.19,2056.05,54112.88,772.12,28610.14,17081.33,11518.81,10.0,conventional,2016,Louisville
36,2015-04-19,33091256.26,14251319.31,12277858.78,1016631.26,5545446.91,4696224.79,819935.17,29286.95,conventional,2015,TotalUS
51,2017-01-08,285027.21,4147.01,126967.13,991.09,152921.98,33746.17,118612.86,562.95,conventional,2017,CincinnatiDayton
14,2017-09-24,498019.71,10697.54,384522.4,1718.59,101081.18,67635.26,33422.59,23.33,conventional,2017,Boston
19,2016-08-14,53866.63,5829.03,22762.76,4411.5,20863.34,10714.01,10149.33,0.0,organic,2016,Plains
15,2017-09-17,17461.53,432.3,3502.18,0.0,13499.2,11092.84,2406.36,0.0,organic,2017,Detroit
51,2016-01-03,16106.89,581.45,6584.41,507.32,8433.71,1212.32,7221.39,0.0,organic,2016,BaltimoreWashington
8,2016-10-30,6706.92,211.94,3878.06,348.87,2268.05,2042.4,225.65,0.0,organic,2016,RichmondNorfolk
30,2015-05-31,1262932.78,757230.93,383626.57,2927.27,119148.01,53981.67,65166.34,0.0,conventional,2015,Houston
36,2016-04-17,558953.75,281531.64,117780.33,101.31,159540.47,62016.44,97104.59,419.44,conventional,2016,MiamiFtLauderdale
35,2015-04-26,30001.14,2749.61,17543.74,48.5,9659.29,7742.3,1916.99,0.0,organic,2015,Plains
9,2018-01-21,3159.8,92.12,73.17,0.0,2994.51,2117.69,876.82,0.0,organic,2018,Syracuse
11,2016-10-09,10289.97,0.0,123.95,0.0,10166.02,10166.02,0.0,0.0,organic,2016,NorthernNewEngland
23,2017-07-23,78813.04,1465.16,21646.39,186.22,55515.27,47328.82,8186.45,0.0,organic,2017,Southeast
15,2015-09-13,12704.71,7561.87,362.7,0.0,4780.14,4776.8,3.34,0.0,organic,2015,DallasFtWorth
7,2017-11-12,25301.84,6158.94,57.13,0.0,19085.77,19085.77,0.0,0.0,organic,2017,Houston
34,2017-05-07,8314.41,2767.64,3687.6,0.0,1859.17,389.78,1469.39,0.0,organic,2017,LasVegas
12,2016-10-02,6734.06,572.55,704.25,0.0,5457.26,892.77,4564.49,0.0,organic,2016,StLouis
9,2017-10-29,6088.13,89.32,154.0,0.0,5844.81,5561.11,283.7,0.0,organic,2017,NewOrleansMobile
40,2015-03-22,424708.39,106578.88,221094.74,13423.63,83611.14,83611.14,0.0,0.0,conventional,2015,Sacramento
51,2017-01-08,7366.35,403.32,226.87,8.73,6727.43,6723.31,4.12,0.0,organic,2017,HarrisburgScranton
45,2015-02-15,106663.68,52221.93,20939.99,8939.85,24561.91,22104.1,1860.18,597.63,conventional,2015,Columbus
9,2015-10-25,234361.36,3444.57,183080.97,300.22,47535.6,43920.24,3615.36,0.0,conventional,2015,HartfordSpringfield
24,2017-07-16,144301.93,31546.7,5690.47,0.0,107064.76,105059.9,2004.86,0.0,organic,2017,SouthCentral
4,2016-11-27,4543.09,470.21,40.42,0.0,4032.46,1926.67,2105.79,0.0,organic,2016,Orlando
40,2017-03-26,3838.3,233.24,0.0,0.0,3605.06,3380.0,225.06,0.0,organic,2017,NewOrleansMobile
37,2015-04-12,2829416.58,665283.33,1298472.42,185691.58,679969.25,635124.32,44745.79,99.14,conventional,2015,Midsouth
19,2017-08-20,3978.93,65.45,101.54,0.0,3811.94,1606.79,2205.15,0.0,organic,2017,Syracuse
18,2016-08-21,94882.79,14520.36,63416.88,28.03,16917.52,15811.0,286.52,820.0,conventional,2016,Albany
12,2017-10-08,537932.73,133463.1,140121.62,177.88,264170.13,102204.57,161965.56,0.0,conventional,2017,Denver
17,2016-08-28,6114187.88,2276321.08,1334700.26,93943.34,2409223.2,1478205.23,928604.86,2413.11,conventional,2016,West
41,2017-03-19,30396.42,3656.07,5739.84,4.95,20995.56,197.33,20798.23,0.0,organic,2017,Portland
27,2017-06-25,109872.63,10376.87,24717.88,0.0,74777.88,72884.61,1893.27,0.0,organic,2017,LosAngeles
14,2016-09-18,15776.76,577.58,8538.43,0.0,6660.75,736.94,5923.81,0.0,organic,2016,CincinnatiDayton
7,2017-11-12,126496.0,43121.0,31995.0,173.0,51207.0,46960.0,4235.0,12.0,conventional,2017,Roanoke
35,2016-04-24,29693.75,1506.58,26093.43,0.0,2093.74,2093.74,0.0,0.0,organic,2016,SanFrancisco
0,2016-12-25,359005.75,131616.46,81351.13,133.41,145904.75,65955.63,79804.68,144.44,conventional,2016,Orlando
49,2015-01-18,2552.09,39.56,2233.79,12.07,266.67,266.67,0.0,0.0,organic,2015,HartfordSpringfield
42,2015-03-08,192277.92,38517.23,75750.79,334.13,77675.77,75825.42,1850.35,0.0,conventional,2015,HarrisburgScranton
26,2017-07-02,8342.87,139.69,5019.56,219.17,2964.45,2841.94,122.51,0.0,organic,2017,RaleighGreensboro
3,2017-12-10,148882.83,3001.05,51148.46,0.0,94204.9,82525.77,11679.13,0.0,organic,2017,GreatLakes
14,2017-09-24,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,conventional,2017,California
9,2015-10-25,761261.71,435986.9,240689.98,19968.66,64616.17,64585.35,30.82,0.0,conventional,2015,PhoenixTucson
8,2016-10-30,180113.35,2704.79,130995.75,191.97,46220.84,46140.97,79.87,0.0,conventional,2016,HartfordSpringfield
51,2016-01-03,2057.45,229.67,1187.16,0.0,640.62,304.07,336.55,0.0,organic,2016,Indianapolis
51,2015-01-04,22480.07,3199.35,6916.72,7.56,12356.44,1076.67,11279.77,0.0,organic,2015,Denver
47,2017-02-05,212143.72,75074.86,76042.48,151.02,60875.36,59129.65,1337.38,408.33,conventional,2017,Roanoke
45,2016-02-14,3336.03,1074.21,5.16,0.0,2256.66,2253.33,3.33,0.0,organic,2016,MiamiFtLauderdale
49,2016-01-17,665217.66,4392.86,486767.87,32505.74,141551.19,141307.39,243.8,0.0,conventional,2016,Boston
47,2015-02-01,44655461.51,18933038.04,18956479.74,1381516.11,5384427.62,4216452.03,1121076.47,46899.12,conventional,2015,TotalUS
49,2016-01-17,3166941.66,364949.96,1695887.65,357831.91,748272.14,554459.07,167786.33,26026.74,conventional,2016,GreatLakes
40,2016-03-20,4713.35,370.07,2022.52,490.82,1829.94,1829.94,0.0,0.0,organic,2016,Charlotte
41,2015-03-15,140487.57,4942.49,88080.11,5551.28,41913.69,24140.96,16954.05,818.68,conventional,2015,Indianapolis
12,2016-10-02,10464.63,190.0,4744.03,452.15,5078.45,4848.48,229.97,0.0,organic,2016,RaleighGreensboro
15,2015-09-13,200117.98,108859.16,33405.69,227.53,57625.6,55794.9,1694.5,136.2,conventional,2015,StLouis
43,2015-03-01,179277.41,93746.89,39403.61,100.73,46026.18,46019.51,6.67,0.0,conventional,2015,StLouis
30,2017-06-04,127811.15,3976.74,55615.87,1415.12,66803.42,33346.76,33456.66,0.0,organic,2017,Midsouth
35,2017-04-30,44526.5,6225.21,3347.84,97.16,34856.29,147.76,34708.53,0.0,organic,2017,Portland
29,2017-06-11,522813.2,177782.46,134393.24,19857.93,190779.57,187655.1,160.56,2963.91,conventional,2017,SanDiego
22,2016-07-24,509094.85,13099.78,343835.83,10965.64,141193.6,137804.71,11.11,3377.78,conventional,2016,Boston
51,2017-01-08,877646.01,137600.57,252977.95,16698.99,470368.5,423677.63,46173.85,517.02,conventional,2017,Portland
40,2015-03-22,841723.81,136354.98,568189.47,30959.94,106219.42,105385.09,818.89,15.44,conventional,2015,SanFrancisco
2,2018-03-11,40449603.12,14089091.05,10758039.45,707578.82,14894893.8,11392828.89,3229556.62,272508.29,conventional,2018,TotalUS
10,2018-01-14,617912.41,416705.54,53783.64,2713.93,144709.3,81480.75,63228.55,0.0,conventional,2018,MiamiFtLauderdale
6,2016-11-13,66733.93,8552.62,21195.25,7.84,36978.22,29706.65,7271.57,0.0,organic,2016,LosAngeles
28,2015-06-14,743005.75,194447.12,401133.25,17694.15,129731.23,79508.59,50222.64,0.0,conventional,2015,Denver
44,2016-02-21,3521.87,315.14,1836.82,556.58,813.33,813.33,0.0,0.0,organic,2016,Charlotte
44,2015-02-22,5821.39,32.64,92.08,0.0,5696.67,5696.67,0.0,0.0,organic,2015,BuffaloRochester
32,2017-05-21,3232304.82,740206.13,1308057.07,32390.63,1151650.99,953595.56,193338.02,4717.41,conventional,2017,Midsouth
8,2018-01-28,267305.91,63753.71,104053.12,1743.34,97755.74,87331.26,10414.48,10.0,conventional,2018,RichmondNorfolk
5,2016-11-20,4653.39,400.69,88.39,5.89,4158.42,1536.67,2621.75,0.0,organic,2016,Jacksonville
5,2015-11-22,49426.32,22587.08,3632.0,0.0,23207.24,23045.62,161.62,0.0,organic,2015,SouthCentral
36,2015-04-19,2901188.07,2029025.26,487491.5,58423.48,326247.83,279355.95,45364.01,1527.87,conventional,2015,LosAngeles
20,2016-08-07,695116.3,168010.47,183568.83,18624.73,324912.27,151220.54,172079.23,1612.5,conventional,2016,Denver
39,2016-03-27,30826.41,1420.43,16074.89,1.65,13329.44,88.94,13240.5,0.0,organic,2016,Portland
29,2015-06-07,335693.08,146782.32,112611.12,5234.25,71065.39,47209.35,23856.04,0.0,conventional,2015,LasVegas
42,2016-03-06,18148.41,1836.96,8499.93,0.0,7811.52,7772.41,39.11,0.0,organic,2016,SanDiego
13,2016-09-25,1150789.41,574457.35,228335.93,1797.85,346198.28,319927.23,25698.26,572.79,conventional,2016,DallasFtWorth
23,2015-07-19,55813.66,8464.13,38289.79,9.93,9049.81,0.0,9049.81,0.0,organic,2015,Portland
42,2015-03-08,4518.71,317.1,2943.26,7.45,1250.9,1130.31,120.59,0.0,organic,2015,Columbus
10,2015-10-18,326458.27,94529.6,175181.76,12783.14,43963.77,43963.77,0.0,0.0,conventional,2015,Sacramento
0,2016-12-25,1199636.75,503168.52,313572.54,3069.14,379826.55,374905.48,2661.1,2259.97,conventional,2016,DallasFtWorth
12,2017-10-08,316112.15,161942.76,57386.29,1635.25,95147.85,61514.47,33613.17,20.21,conventional,2017,SouthCarolina
39,2015-03-29,663677.32,58098.15,398050.87,43759.68,163768.62,158964.08,4804.54,0.0,conventional,2015,BaltimoreWashington
22,2016-07-24,602085.03,135877.37,142590.49,16246.36,307370.81,305237.5,2006.1,127.21,conventional,2016,Portland
20,2015-08-09,14774.26,289.65,12902.16,0.0,1582.45,346.67,1235.78,0.0,organic,2015,CincinnatiDayton
46,2017-02-12,159133.19,49551.37,48583.61,189.68,60808.53,59563.4,1245.13,0.0,conventional,2017,Roanoke
29,2015-06-07,190396.8,132109.76,13656.8,710.02,43920.22,24338.56,19581.66,0.0,conventional,2015,Jacksonville
29,2017-06-11,608604.75,181965.02,318250.06,14342.68,94046.99,91219.19,1136.13,1691.67,conventional,2017,SanFrancisco
1,2016-12-18,2791515.27,466186.32,1327455.76,146478.91,851394.28,629888.17,211183.0,10323.11,conventional,2016,GreatLakes
43,2017-03-05,511362.62,237307.08,52012.07,62.73,221980.74,143650.82,77624.92,705.0,conventional,2017,Atlanta
17,2016-08-28,71711.83,5939.38,45349.71,16.1,20406.64,19306.64,0.0,1100.0,conventional,2016,Syracuse
48,2017-01-29,2348.77,2.44,347.33,0.0,1999.0,1829.7,169.3,0.0,organic,2017,BuffaloRochester
43,2017-03-05,140468.86,1420.89,75283.75,46.33,63717.89,63652.74,65.15,0.0,conventional,2017,BuffaloRochester
15,2017-09-17,311277.81,145609.4,70155.27,1756.44,93756.7,65724.25,27476.84,555.61,conventional,2017,SouthCarolina
43,2015-03-01,3545.33,189.99,1371.06,1099.96,884.32,884.32,0.0,0.0,organic,2015,Charlotte
50,2015-01-11,2892.29,204.75,2168.33,80.56,438.65,435.54,3.11,0.0,organic,2015,Nashville
41,2016-03-13,3678.06,935.58,9.03,0.0,2733.45,2726.78,6.67,0.0,organic,2016,MiamiFtLauderdale
3,2016-12-04,1164027.22,731182.01,187418.51,11915.51,233511.19,117120.79,115108.46,1281.94,conventional,2016,PhoenixTucson
29,2016-06-05,3998.08,141.1,1769.38,0.0,2087.6,1003.89,1083.71,0.0,organic,2016,Indianapolis
19,2015-08-16,2943218.77,2040657.52,516718.52,79890.52,305952.21,301831.12,760.09,3361.0,conventional,2015,LosAngeles
0,2015-12-27,62909.69,30482.25,2971.94,5894.4,23561.1,23520.19,5.69,35.22,conventional,2015,Boise
43,2016-02-28,316563.55,122523.18,98920.9,14452.27,80667.2,43897.31,36769.89,0.0,conventional,2016,LasVegas
28,2016-06-12,348022.24,146589.28,75379.07,18141.91,107911.98,62277.55,45519.15,115.28,conventional,2016,LasVegas
19,2017-08-20,17812.78,11.35,258.45,0.0,17542.98,17542.98,0.0,0.0,organic,2017,NorthernNewEngland
35,2016-04-24,10677.34,134.18,3140.18,1.33,7401.65,7324.71,76.94,0.0,organic,2016,HartfordSpringfield
52,2017-01-01,306129.4,1217.67,224774.25,7582.69,72554.79,68737.04,3714.24,103.51,conventional,2017,GrandRapids
14,2016-09-18,6494.77,1493.45,2657.83,0.0,2343.49,2279.81,63.68,0.0,organic,2016,LasVegas
23,2015-07-19,446862.52,188492.76,180269.35,16444.94,61655.47,56419.16,5228.04,8.27,conventional,2015,Portland
4,2015-11-29,51432.09,16876.93,16826.84,2523.85,15204.47,15204.47,0.0,0.0,conventional,2015,Spokane
30,2016-05-29,11411.49,151.89,5283.51,242.3,5733.79,2428.0,3305.79,0.0,organic,2016,RichmondNorfolk
20,2015-08-09,167387.9,64121.12,52440.39,20857.42,29968.97,20668.0,7460.64,1840.33,conventional,2015,Columbus
51,2016-01-03,9643.77,4233.76,53.79,0.0,5356.22,5288.48,67.74,0.0,organic,2016,Houston
13,2016-09-25,14401.06,2.45,320.87,0.0,14077.74,14077.74,0.0,0.0,organic,2016,NorthernNewEngland
16,2015-09-06,76139.58,1471.69,49388.48,173.32,25106.09,25092.76,13.33,0.0,conventional,2015,BuffaloRochester
42,2015-03-08,420826.32,361559.22,15788.71,236.97,43241.42,33847.33,9394.09,0.0,conventional,2015,Atlanta
33,2017-05-14,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,conventional,2017,California
0,2018-03-25,74180.36,4775.73,19162.3,0.0,50242.33,38235.54,12006.79,0.0,organic,2018,Plains
42,2016-03-06,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,conventional,2016,Boston
50,2015-01-11,70697.07,21973.57,35996.7,4131.75,8595.05,6899.1,1695.95,0.0,conventional,2015,Spokane
